V_NO,MAKE,MODEL,COLOUR,FUEL_TYPE,REGISTERED_KEEPERS,CAPCLEAN,ODOMETER_MILES,VEHICLE_AGE__MONTHS,REGISTRATION_DATE,VEHICLE_SOURCE,TRANSMISSION_TYPE
25753,PEUGEOT,5008,WHITE,Diesel,2,16650,31719,55,23/12/2021,TradeZone,SEMI-AUTO
63817,BMW,1 SERIES,BLUE,Diesel,1,15800,26265,66,30/06/2017,TradeZone,MANUAL
89002,FIAT,500X,SILVER,Diesel,4,3375,64944,113,30/11/2020,TradeZone,SEMI-AUTO
16178,FORD,FOCUS,GREY,Petrol,3,5000,48976,84,25/12/2020,TradeZone,MANUAL
20094,FORD,FOCUS,WHITE,Petrol,2,3300,64875,118,30/06/2020,TradeZone,MANUAL
48787,HYUNDAI,IONIQ 5,GREY,Electric,3,18800,7500,32,17/08/2020,TradeZone,SEMI-AUTO
45299,VAUXHALL,CORSA,WHITE,Petrol,2,4925,23331,92,26/10/2020,TradeZone,AUTO
89863,VAUXHALL,CORSA,SILVER,Petrol,2,5225,13165,97,23/02/2022,TradeZone,MANUAL
7297,NISSAN,LEAF,BLACK,Electric,1,13550,18235,25,31/07/2018,TradeZone,MANUAL
47858,VOLKSWAGEN,T-CROSS,BLACK,Petrol,1,13750,38817,37,31/05/2019,TradeZone,MANUAL
40127,NISSAN,JUKE,BLUE,Petrol,3,6475,29719,80,30/07/2021,TradeZone,SEMI-AUTO
6022,AUDI,A5,RED,Diesel,8,1800,129511,191,30/09/2018,TradeZone,MANUAL
53770,FORD,FIESTA VIGNALE,GREY,Petrol,2,10250,29635,72,30/09/2020,TradeZone,MANUAL
9822,VOLVO,XC60,GREY,Diesel,1,20950,43693,55,31/10/2020,TradeZone,MANUAL
77219,KIA,XCEED,GREY,Petrol,1,12800,24000,62,17/07/2018,TradeZone,MANUAL
59507,FORD,KA,SILVER,Petrol,3,2700,35000,122,30/04/2019,TradeZone,MANUAL
4375,AUDI,Q3,BLACK,Petrol,3,11050,75300,112,08/07/2019,TradeZone,SEMI-AUTO
79654,LAND ROVER,RANGE ROVER EVOQUE,BLACK,Petrol,2,15800,57804,86,12/11/2019,TradeZone,AUTO
26444,FORD,KUGA,RED,Petrol,1,21550,22460,16,24/01/2020,TradeZone,MANUAL
104,VAUXHALL,ZAFIRA,BLACK,Petrol,2,6725,52312,92,30/11/2019,TradeZone,MANUAL
7712,FORD,FOCUS,BLUE,Petrol,3,12750,13917,67,22/01/2020,TradeZone,MANUAL
19244,CITROEN,C3,GREY,Petrol,2,5675,44294,83,04/01/2021,TradeZone,MANUAL
4580,LAND ROVER,DISCOVERY SPORT,GREY,Petrol,1,25100,34910,49,26/04/2021,TradeZone,MANUAL
34513,LAND ROVER,DISCOVERY SPORT,BLACK,Petrol,2,24900,29787,56,31/03/2021,OTHER,AUTO
37055,PEUGEOT,3008,WHITE,Diesel,2,11600,44750,68,18/10/2016,TradeZone,MANUAL
26005,KIA,SPORTAGE,WHITE,Diesel,2,5500,67172,96,31/01/2020,TradeZone,MANUAL
6029,KIA,SPORTAGE,WHITE,Diesel,2,5950,64000,82,31/01/2020,TradeZone,MANUAL
69641,KIA,SPORTAGE,GREY,Diesel,2,5950,64334,83,19/03/2020,TradeZone,MANUAL
23330,HYUNDAI,I20,WHITE,Petrol,2,1500,65074,169,30/06/2021,TradeZone,AUTO
18761,FIAT,500E,GREY,Electric,1,11000,9162,38,30/09/2019,TradeZone,MANUAL
69068,FIAT,500E,BLACK,Electric,1,11350,4248,38,25/07/2018,TradeZone,MANUAL
12475,MG,HS,BLACK,Hybrid,1,19750,10383,15,31/10/2022,TradeZone,AUTO
77430,VAUXHALL,CORSA,BLUE,Petrol,3,5750,28419,79,30/11/2020,TradeZone,SEMI-AUTO
75323,VAUXHALL,CORSA,GREY,Petrol,1,4075,56457,92,31/03/2019,TradeZone,MANUAL
98042,VAUXHALL,CORSA,BLACK,Petrol,3,5575,31499,80,17/04/2019,TradeZone,MANUAL
17166,VAUXHALL,CORSA,RED,Petrol,2,4075,65692,76,30/04/2023,TradeZone,MANUAL
49428,VAUXHALL,CORSA,BLUE,Petrol,3,5000,40366,83,18/01/2019,TradeZone,MANUAL
64842,VAUXHALL,CORSA,BLUE,Petrol,2,3725,70498,83,27/11/2020,TradeZone,AUTO
64097,VAUXHALL,CORSA,GREY,Petrol,1,4325,54251,83,09/02/2022,TradeZone,AUTO
11011,VAUXHALL,CORSA,WHITE,Petrol,1,5550,29314,86,31/01/2020,TradeZone,MANUAL
47362,FORD,FOCUS,WHITE,Petrol,2,8725,26508,71,31/01/2020,TradeZone,MANUAL
49313,MERCEDES-BENZ,GLA,BLACK,Petrol,2,12700,39527,74,01/03/2018,TradeZone,MANUAL
66603,MERCEDES-BENZ,GLA,BLUE,Petrol,1,13750,24117,68,06/03/2020,TradeZone,MANUAL
34641,MERCEDES-BENZ,GLA,BLUE,Petrol,2,12900,40526,68,12/03/2021,TradeZone,MANUAL
30906,PEUGEOT,5008,SILVER,Petrol,2,11500,64553,88,01/09/2018,TradeZone,AUTO
33224,PEUGEOT,5008,BLUE,Petrol,4,10650,83500,86,27/03/2020,TradeZone,MANUAL
82748,NISSAN,QASHQAI,BLACK,Petrol,5,470,172658,218,23/09/2019,TradeZone,MANUAL
17221,SEAT,IBIZA,RED,Petrol,3,9250,37541,50,18/01/2022,TradeZone,SEMI-AUTO
42059,SEAT,IBIZA,BLUE,Petrol,2,7550,47703,77,31/05/2019,PARTEX,MANUAL
95994,RENAULT,MEGANE,BLACK,Petrol,4,1325,70000,163,20/08/2019,TradeZone,MANUAL
91580,VOLKSWAGEN,GOLF,RED,Hybrid,1,15100,64595,50,27/05/2019,TradeZone,AUTO
96965,VOLKSWAGEN,GOLF,RED,Hybrid,1,17900,30649,48,31/08/2020,TradeZone,AUTO
43395,VOLKSWAGEN,GOLF,BLUE,Hybrid,1,20350,11317,40,14/11/2017,TradeZone,MANUAL
34138,VOLKSWAGEN,GOLF,WHITE,Hybrid,1,17100,43920,43,31/12/2018,TradeZone,AUTO
7996,NISSAN,QASHQAI,ORANGE,Diesel,2,10850,44590,74,30/09/2019,TradeZone,SEMI-AUTO
45529,VOLKSWAGEN,UP!,BLACK,Petrol,2,2450,78500,147,27/09/2019,TradeZone,SEMI-AUTO
31628,NISSAN,QASHQAI,RED,Petrol,2,14700,15799,37,23/10/2020,TradeZone,SEMI-AUTO
29603,NISSAN,QASHQAI,YELLOW,Petrol,1,14550,13962,40,24/02/2022,TradeZone,MANUAL
1438,NISSAN,QASHQAI,GREY,Petrol,2,14350,16352,40,23/08/2016,TradeZone,MANUAL
22176,NISSAN,QASHQAI,SILVER,Petrol,2,13350,38454,30,31/07/2019,TradeZone,MANUAL
69803,NISSAN,QASHQAI,GREY,Petrol,1,14400,19438,38,31/07/2023,TradeZone,AUTO
96876,NISSAN,QASHQAI,BLACK,Petrol,1,16750,9967,14,31/01/2020,TradeZone,MANUAL
74640,PEUGEOT,208,RED,Petrol,3,2375,70200,139,31/12/2020,TradeZone,SEMI-AUTO
17279,PEUGEOT,5008,BLACK,Diesel,2,19200,20190,39,26/03/2019,TradeZone,MANUAL
37066,NISSAN,QASHQAI,WHITE,Petrol,3,15100,17000,56,04/06/2021,TradeZone,AUTO
15295,AUDI,A3,GREY,Petrol,1,19850,25989,37,13/09/2021,OTHER,MANUAL
78480,AUDI,A3,RED,Petrol,1,19100,33381,37,08/09/2021,TradeZone,AUTO
61804,AUDI,A3,GREY,Petrol,1,20150,22909,37,31/03/2018,PARTEX,MANUAL
46028,HYUNDAI,IONIQ,WHITE,Hybrid,4,8550,61076,93,03/08/2018,PARTEX,MANUAL
3726,HYUNDAI,IONIQ,GREY,Hybrid,1,11000,32037,78,30/09/2020,OTHER,MANUAL
54670,VOLKSWAGEN,POLO,PURPLE,Petrol,2,15350,18000,66,31/08/2017,TradeZone,MANUAL
53844,VOLKSWAGEN,POLO,GREY,Petrol,3,12350,53529,65,30/06/2018,TradeZone,MANUAL
62971,PEUGEOT,3008,RED,Diesel,4,870,110000,177,04/08/2021,TradeZone,AUTO
70401,PEUGEOT,2008,WHITE,Petrol,2,6850,52832,68,30/06/2023,TradeZone,AUTO
64558,PORSCHE,TAYCAN,RED,Electric,1,29800,60565,55,30/11/2019,TradeZone,MANUAL
67904,FORD,MONDEO,GREY,Diesel,2,6775,74527,88,30/03/2017,TradeZone,MANUAL
64610,VAUXHALL,GRANDLAND X,RED,Petrol,2,12750,16190,53,26/01/2018,PARTEX,AUTO
41641,NISSAN,JUKE,WHITE,Diesel,5,1125,133750,174,31/01/2020,PARTEX,MANUAL
84845,LAND ROVER,RANGE ROVER EVOQUE,SILVER,Hybrid,1,21950,9579,50,28/02/2022,TradeZone,AUTO
80508,FORD,FOCUS,GREY,Diesel,,1925,93656,150,31/10/2023,OTHER,MANUAL
72979,FORD,FOCUS,GREY,Diesel,4,1550,111507,150,31/07/2018,TradeZone,SEMI-AUTO
26102,FORD,FOCUS,GREY,Diesel,3,2525,70072,142,14/03/2019,OTHER,MANUAL
30734,FORD,FOCUS,WHITE,Diesel,3,2350,75000,147,12/03/2020,TradeZone,AUTO
62253,FORD,FOCUS,GREY,Diesel,3,2050,95000,137,26/11/2019,TradeZone,AUTO
7527,FORD,FOCUS,BLACK,Diesel,3,1675,95334,167,24/03/2017,TradeZone,MANUAL
8083,FORD,FOCUS,WHITE,Diesel,2,2975,49450,151,30/09/2020,PARTEX,MANUAL
92037,LAND ROVER,RANGE ROVER EVOQUE,GREY,Diesel,4,5250,94250,109,14/05/2019,TradeZone,MANUAL
98502,LAND ROVER,RANGE ROVER EVOQUE,BLUE,Diesel,2,6575,71000,92,09/01/2017,PARTEX,MANUAL
68343,BMW,2 SERIES,GREY,Petrol,4,11150,45000,68,31/12/2018,TradeZone,AUTO
96927,NISSAN,QASHQAI,RED,Diesel,4,8050,68094,82,30/11/2019,TradeZone,MANUAL
23637,NISSAN,QASHQAI,GREY,Diesel,3,5975,93500,94,31/10/2020,TradeZone,AUTO
19301,NISSAN,QASHQAI,WHITE,Diesel,2,9600,47930,86,18/08/2018,TradeZone,AUTO
73194,PEUGEOT,2008,BLACK,Petrol,2,9625,9000,82,19/01/2021,TradeZone,MANUAL
96858,VAUXHALL,CROSSLAND,BLACK,Petrol,2,11250,32939,41,14/09/2020,TradeZone,MANUAL
64897,SMART,FORTWO COUPE,BLACK,Electric,3,6475,21948,76,29/11/2021,TradeZone,SEMI-AUTO
73725,AUDI,A4,GREY,Diesel,4,820,133800,230,31/12/2021,TradeZone,AUTO
71052,AUDI,A3,GREY,Petrol,2,5450,52906,140,16/12/2019,TradeZone,MANUAL
90967,VAUXHALL,ASTRA,SILVER,Petrol,3,1900,91000,117,04/03/2019,PARTEX,SEMI-AUTO
74029,DACIA,DUSTER,BLACK,Petrol,1,12300,29768,30,31/07/2020,TradeZone,MANUAL
16674,SUZUKI,SWIFT,GREY,Petrol,3,1925,90664,152,29/04/2021,TradeZone,MANUAL
91642,SUZUKI,SWIFT,GREY,Petrol,2,3650,49966,116,29/04/2021,TradeZone,MANUAL
15321,MERCEDES-BENZ,GLC,WHITE,Petrol,3,16300,63887,76,12/06/2019,TradeZone,MANUAL
54230,LAND ROVER,RANGE ROVER EVOQUE,BLUE,Hybrid,1,27600,7349,26,29/06/2021,TradeZone,AUTO
25308,LAND ROVER,RANGE ROVER EVOQUE,SILVER,Hybrid,1,26900,13575,26,31/12/2018,TradeZone,SEMI-AUTO
45116,FORD,KA+,GREY,Petrol,2,6000,40559,75,28/03/2019,TradeZone,SEMI-AUTO
48426,VAUXHALL,CORSA,WHITE,Diesel,1,4600,34990,89,09/06/2022,TradeZone,MANUAL
6057,VAUXHALL,INSIGNIA,WHITE,Diesel,5,2350,103000,106,28/10/2022,TradeZone,MANUAL
77327,MAZDA,CX-30,WHITE,Petrol,2,14150,40884,42,21/09/2017,TradeZone,MANUAL
13199,NISSAN,QASHQAI,BLUE,Diesel,3,1850,73805,151,28/09/2018,TradeZone,MANUAL
59380,SKODA,YETI OUTDOOR,BLACK,Petrol,2,6100,94687,106,28/08/2019,TradeZone,SEMI-AUTO
65988,MAZDA,CX-5,BLACK,Petrol,2,18100,27642,30,23/06/2020,TradeZone,SEMI-AUTO
54813,LEXUS,NX,WHITE,Hybrid,2,15800,61936,80,14/05/2021,TradeZone,SEMI-AUTO
58526,KIA,SORENTO,WHITE,Diesel,1,24800,44544,50,15/10/2020,TradeZone,MANUAL
50868,KIA,SORENTO,WHITE,Diesel,1,27200,30000,41,19/11/2021,TradeZone,AUTO
30845,MERCEDES-BENZ,B-CLASS,SILVER,Diesel,3,10650,31000,92,25/09/2017,TradeZone,MANUAL
53657,PEUGEOT,RIFTER,ORANGE,Diesel,2,12950,6432,53,31/05/2023,OTHER,SEMI-AUTO
6933,MERCEDES-BENZ,C-CLASS,WHITE,Petrol,2,12300,72403,72,28/10/2022,TradeZone,MANUAL
76233,MERCEDES-BENZ,CLA,BLACK,Petrol,3,20300,28588,62,27/09/2019,TradeZone,MANUAL
70621,NISSAN,QASHQAI,SILVER,Hybrid,1,18250,30271,17,21/04/2017,OTHER,MANUAL
33495,AUDI,A4,BLACK,Petrol,1,21750,23893,49,30/12/2021,TradeZone,SEMI-AUTO
60032,AUDI,Q5,WHITE,Hybrid,2,29250,26000,38,03/10/2018,TradeZone,MANUAL
90980,VOLVO,XC40,BLACK,Electric,1,26800,17343,49,02/09/2021,TradeZone,SEMI-AUTO
12164,VOLKSWAGEN,GOLF,GREY,Petrol,3,19750,32550,72,18/10/2019,TradeZone,SEMI-AUTO
51790,VOLKSWAGEN,GOLF,WHITE,Petrol,3,19050,39958,74,15/03/2016,PARTEX,MANUAL
83025,VOLKSWAGEN,GOLF,BLACK,Petrol,2,16550,65650,74,19/07/2022,TradeZone,SEMI-AUTO
82355,JAGUAR,XF,WHITE,Diesel,3,8100,59812,81,22/10/2020,TradeZone,AUTO
66297,NISSAN,QASHQAI,WHITE,Diesel,3,6375,72836,98,23/09/2019,TradeZone,SEMI-AUTO
57619,NISSAN,QASHQAI,WHITE,Diesel,3,3650,107000,131,01/03/2019,TradeZone,AUTO
82590,BMW,4 SERIES,GREY,Diesel,3,14050,76661,68,25/03/2019,TradeZone,AUTO
2902,PEUGEOT,208,BLACK,Petrol,1,13200,36303,24,14/10/2019,OTHER,SEMI-AUTO
5291,CITROEN,C3 AIRCROSS,GREY,Petrol,2,6725,39180,68,28/09/2018,TradeZone,SEMI-AUTO
47923,DACIA,DUSTER,BLACK,Petrol,2,10650,28767,62,04/05/2021,TradeZone,MANUAL
65388,PEUGEOT,108 TOP,BLUE,Petrol,4,2400,92000,128,19/10/2018,PARTEX,MANUAL
99351,PEUGEOT,3008,BLUE,Diesel,3,8500,63000,97,27/09/2018,PARTEX,MANUAL
61613,PEUGEOT,3008,GREY,Diesel,2,9000,51948,97,26/09/2018,TradeZone,MANUAL
61852,PEUGEOT,3008,BLUE,Diesel,2,7850,88487,86,12/10/2019,TradeZone,MANUAL
50342,JAGUAR,XJ,GREY,Diesel,4,3600,181000,140,26/06/2018,TradeZone,AUTO
70455,SKODA,FABIA,BLACK,Petrol,1,17350,8364,7,27/02/2020,OTHER,AUTO
25614,KIA,STONIC,BLACK,Petrol,2,9100,49487,71,07/12/2020,TradeZone,SEMI-AUTO
24204,VOLKSWAGEN,T-ROC,WHITE,Petrol,1,20200,26991,47,11/12/2020,TradeZone,SEMI-AUTO
67048,VOLKSWAGEN,T-ROC,BLUE,Petrol,1,18950,33521,54,25/07/2018,PARTEX,MANUAL
62264,VOLKSWAGEN,T-ROC,GREY,Petrol,1,18800,35155,54,09/12/2016,PARTEX,SEMI-AUTO
18416,VOLKSWAGEN,T-ROC,GOLD,Petrol,1,18500,34900,58,26/10/2017,TradeZone,MANUAL
31720,VOLKSWAGEN,T-ROC,BLUE,Petrol,1,18950,29813,59,27/10/2017,TradeZone,SEMI-AUTO
93380,VOLKSWAGEN,T-ROC,BLACK,Petrol,1,20850,20064,49,17/01/2019,TradeZone,MANUAL
66073,VOLKSWAGEN,T-ROC,BLACK,Petrol,1,19500,24597,58,06/02/2019,PARTEX,MANUAL
86603,MINI,COUNTRYMAN,WHITE,Petrol,2,18450,23261,40,24/09/2018,TradeZone,SEMI-AUTO
63111,CITROEN,C3,BLUE,Petrol,3,4175,67000,95,30/07/2018,TradeZone,MANUAL
26540,CITROEN,C3,WHITE,Petrol,2,3575,92000,98,19/11/2021,TradeZone,AUTO
24264,CITROEN,C3,BLACK,Petrol,3,3975,78056,92,29/01/2019,PARTEX,SEMI-AUTO
24939,CITROEN,C3,SILVER,Petrol,4,4350,69720,86,03/05/2019,TradeZone,MANUAL
3459,CITROEN,C3,WHITE,Petrol,2,5350,30581,90,04/03/2021,TradeZone,AUTO
25279,AUDI,Q8 E-TRON,WHITE,Electric,1,39300,12053,18,31/03/2022,TradeZone,AUTO
38230,BMW,2 SERIES ACTIVE TOURER,BLACK,Diesel,3,7625,59500,97,03/09/2021,OTHER,MANUAL
40367,TOYOTA,C-HR,BLUE,Hybrid,2,21550,14699,36,29/10/2015,PARTEX,MANUAL
16420,BMW,1 SERIES,BRONZE,Petrol,3,7375,45234,84,29/01/2022,OTHER,SEMI-AUTO
44860,CITROEN,C5 AIRCROSS,BLUE,Petrol,2,12450,21775,51,30/09/2019,TradeZone,MANUAL
4813,POLESTAR,2,WHITE,Electric,1,19100,36648,43,16/11/2021,TradeZone,AUTO
4383,JAGUAR,XE,GREY,Diesel,3,12500,79259,48,16/06/2017,TradeZone,MANUAL
60115,TOYOTA,AURIS TOURING SPORT,BLACK,Petrol,4,3450,103000,133,15/07/2021,TradeZone,SEMI-AUTO
40664,AUDI,Q7,WHITE,Diesel,4,6600,89093,167,30/09/2020,TradeZone,AUTO
26838,PEUGEOT,208,WHITE,Petrol,3,7600,72424,53,31/03/2021,TradeZone,AUTO
36256,PEUGEOT,208,BLUE,Petrol,1,11750,19079,40,14/03/2022,OTHER,SEMI-AUTO
51044,PEUGEOT,208,GREY,Petrol,1,11000,25172,50,01/03/2019,TradeZone,MANUAL
98437,PEUGEOT,208,GREY,Petrol,2,11200,18293,54,14/09/2021,TradeZone,MANUAL
52842,LAND ROVER,RANGE ROVER EVOQUE,RED,Diesel,1,17950,39567,46,16/11/2021,TradeZone,AUTO
32259,NISSAN,QASHQAI,GREY,Petrol,2,9250,65769,78,12/06/2019,PARTEX,MANUAL
1574,ALFA ROMEO,MITO,GREY,Diesel,5,1100,108000,151,31/05/2021,OTHER,MANUAL
27462,SKODA,KAMIQ,BLUE,Petrol,1,18850,4118,6,08/09/2021,TradeZone,MANUAL
49935,SKODA,KAMIQ,GREY,Petrol,1,18550,3888,10,27/01/2021,TradeZone,MANUAL
16272,RENAULT,CAPTUR,GREY,Petrol,1,14700,30636,38,23/06/2021,TradeZone,MANUAL
70672,PEUGEOT,3008,BLACK,Petrol,1,9150,38629,82,28/07/2022,TradeZone,MANUAL
43562,PEUGEOT,3008,YELLOW,Petrol,2,8150,59099,79,16/08/2022,TradeZone,MANUAL
31723,PEUGEOT,3008,RED,Petrol,1,9800,37187,68,25/03/2016,TradeZone,MANUAL
2278,PEUGEOT,3008,RED,Petrol,2,8375,62600,68,09/10/2020,PARTEX,MANUAL
45226,PEUGEOT,3008,WHITE,Petrol,2,8300,64823,67,17/06/2019,TradeZone,AUTO
59803,PEUGEOT,3008,GREY,Petrol,5,8500,49635,85,26/07/2019,TradeZone,AUTO
63347,PEUGEOT,3008,WHITE,Petrol,1,11800,15011,53,25/09/2020,TradeZone,MANUAL
81821,VOLKSWAGEN,POLO,BLUE,Petrol,2,3175,96484,120,14/03/2017,TradeZone,MANUAL
25324,LAND ROVER,RANGE ROVER SPORT,BLACK,Diesel,1,71300,8107,11,04/03/2019,TradeZone,AUTO
58560,LAND ROVER,RANGE ROVER SPORT,BLUE,Diesel,2,62500,31950,26,30/09/2019,TradeZone,SEMI-AUTO
47659,LAND ROVER,RANGE ROVER SPORT,GREY,Diesel,1,68000,10319,23,30/06/2019,TradeZone,AUTO
57058,BMW,3 SERIES,BLACK,Diesel,4,2500,134000,164,20/08/2021,TradeZone,MANUAL
70268,CITROEN,C3,WHITE,Petrol,2,7500,27864,82,24/03/2023,TradeZone,AUTO
25967,CITROEN,C3,BLACK,Petrol,2,6000,66569,80,16/09/2017,PARTEX,MANUAL
8152,CITROEN,C3,BLUE,Petrol,2,7075,42291,75,12/09/2018,TradeZone,MANUAL
83690,FIAT,500X,BLUE,Petrol,3,11300,13531,56,05/02/2021,TradeZone,AUTO
65842,FIAT,500X,BLACK,Petrol,3,9850,39282,56,30/11/2020,TradeZone,AUTO
87121,MERCEDES-BENZ,A-CLASS,BLACK,Petrol,3,18200,62109,65,28/01/2021,TradeZone,AUTO
56595,BMW,3 SERIES,GREY,Diesel,2,8675,55752,77,20/07/2021,TradeZone,MANUAL
41160,BMW,5 SERIES,BLACK,Diesel,3,14200,62304,90,31/01/2018,PARTEX,MANUAL
87806,AUDI,A4 AVANT,WHITE,Petrol,1,20800,22955,32,20/09/2021,TradeZone,MANUAL
37086,VOLKSWAGEN,POLO,BLUE,Petrol,1,18550,6704,8,22/06/2018,TradeZone,SEMI-AUTO
6456,MERCEDES-BENZ,A-CLASS,GREY,Petrol,2,12750,41615,68,24/07/2020,TradeZone,AUTO
40183,HYUNDAI,I20,SILVER,Petrol,2,1825,74037,153,20/05/2022,OTHER,MANUAL
10735,HYUNDAI,I20,RED,Petrol,4,1425,100000,154,26/09/2018,PARTEX,MANUAL
81291,FORD,FOCUS,ORANGE,Petrol,2,11550,34490,73,16/08/2019,TradeZone,MANUAL
85873,TOYOTA,RAV4,GREEN,Hybrid,1,19350,71454,49,18/09/2021,TradeZone,AUTO
84393,TOYOTA,RAV4,BLACK,Hybrid,1,19450,70109,49,11/02/2022,PARTEX,SEMI-AUTO
69294,RENAULT,KADJAR,GREY,Petrol,1,14350,14328,35,29/09/2017,TradeZone,MANUAL
11716,RENAULT,KADJAR,ORANGE,Petrol,1,13750,22179,35,29/09/2016,PARTEX,MANUAL
44656,RENAULT,KADJAR,WHITE,Petrol,1,13250,30394,35,22/03/2021,TradeZone,AUTO
9058,VOLVO,XC60,GREY,Diesel,2,16650,66488,79,25/09/2017,PARTEX,MANUAL
9135,FORD,FOCUS,WHITE,Petrol,4,7625,64450,122,28/09/2020,TradeZone,SEMI-AUTO
91240,VAUXHALL,CORSA,RED,Petrol,2,9300,32026,53,26/09/2021,TradeZone,MANUAL
26464,HYUNDAI,IONIQ 5,BLACK,Electric,1,16000,54274,39,08/06/2021,TradeZone,SEMI-AUTO
87529,HYUNDAI,IONIQ 5,GREY,Electric,1,16150,56726,38,03/12/2018,PARTEX,SEMI-AUTO
65023,HYUNDAI,IONIQ 5,BLACK,Electric,1,16250,55995,36,30/04/2018,TradeZone,MANUAL
26277,MERCEDES-BENZ,A-CLASS,WHITE,Diesel,3,14700,41356,69,30/03/2021,PARTEX,AUTO
48487,NISSAN,ALMERA,WHITE,Petrol,4,,153642,248,28/10/2017,TradeZone,MANUAL
51012,FIAT,500,SILVER,Petrol,2,4275,66000,98,12/10/2018,TradeZone,MANUAL
22896,JAGUAR,XE,GREY,Diesel,4,5200,79948,116,29/10/2021,OTHER,SEMI-AUTO
66033,SEAT,TARRACO,WHITE,Petrol,3,14100,45795,75,29/11/2018,TradeZone,MANUAL
82647,VOLKSWAGEN,GOLF,GREY,Petrol,4,17150,56771,85,19/05/2017,TradeZone,SEMI-AUTO
37383,VOLKSWAGEN,GOLF,BLACK,Petrol,3,18100,46293,86,05/04/2019,TradeZone,SEMI-AUTO
42599,KIA,NIRO,BLUE,Hybrid,1,18350,15953,29,31/03/2018,TradeZone,AUTO
15288,VOLVO,XC40,WHITE,Diesel,2,13350,69412,62,24/03/2017,TradeZone,MANUAL
21311,VOLVO,XC40,BLACK,Diesel,1,13450,64789,65,23/03/2018,TradeZone,SEMI-AUTO
80082,SKODA,KAMIQ,GREY,Petrol,3,14600,24837,50,27/09/2017,TradeZone,MANUAL
2906,VOLKSWAGEN,T-CROSS,SILVER,Petrol,,13200,49160,50,30/04/2019,TradeZone,MANUAL
94229,VOLKSWAGEN,T-CROSS,RED,Petrol,1,15050,24226,49,26/11/2021,TradeZone,AUTO
5428,VOLKSWAGEN,T-CROSS,BLUE,Petrol,1,15650,16722,47,11/07/2019,TradeZone,AUTO
55549,VOLKSWAGEN,T-CROSS,WHITE,Petrol,1,14050,31996,53,24/08/2021,TradeZone,AUTO
53323,PEUGEOT,3008,BLACK,Diesel,2,9375,48644,74,05/09/2019,TradeZone,MANUAL
41857,BMW,I3,GREY,Hybrid,3,8100,54895,80,06/09/2021,OTHER,AUTO
19628,DS,DS 3,GREY,Petrol,2,4750,22207,90,19/07/2017,TradeZone,SEMI-AUTO
43642,DS,DS 3,WHITE,Petrol,3,3425,70340,95,13/03/2018,TradeZone,AUTO
35479,MERCEDES-BENZ,A-CLASS,RED,Hybrid,1,17550,30193,50,28/06/2022,TradeZone,AUTO
82122,MERCEDES-BENZ,A-CLASS,GREY,Hybrid,1,15750,43425,56,30/11/2022,OTHER,AUTO
57058,MERCEDES-BENZ,A-CLASS,GREY,Hybrid,2,16750,33960,56,10/03/2020,OTHER,SEMI-AUTO
16205,RENAULT,KADJAR,BLUE,Diesel,3,5750,60999,86,26/05/2021,OTHER,SEMI-AUTO
16421,AUDI,A1,WHITE,Petrol,4,7125,66035,96,30/09/2017,TradeZone,MANUAL
22959,SKODA,ENYAQ IV,BLUE,Electric,1,15400,52134,35,22/10/2020,TradeZone,SEMI-AUTO
51405,SEAT,LEON,BLACK,Petrol,3,6000,81000,98,30/05/2019,TradeZone,MANUAL
95422,SEAT,LEON,GREY,Petrol,2,8475,33497,84,28/01/2022,TradeZone,MANUAL
51168,MERCEDES-BENZ,GLA,WHITE,Petrol,2,14250,43456,84,31/03/2021,TradeZone,MANUAL
20662,SEAT,LEON,ORANGE,Diesel,2,7600,68800,84,28/08/2018,TradeZone,MANUAL
54781,LAND ROVER,DISCOVERY SPORT,RED,Diesel,1,22400,47774,51,15/06/2016,TradeZone,MANUAL
42240,VOLVO,V40,WHITE,Petrol,2,13200,27820,74,11/03/2019,PARTEX,MANUAL
46716,AUDI,A5,RED,Diesel,3,17200,54414,64,21/03/2019,TradeZone,MANUAL
11023,RENAULT,CAPTUR,BLACK,Petrol,3,4375,64000,126,10/02/2017,PARTEX,MANUAL
37527,NISSAN,QASHQAI,RED,Petrol,2,3550,100695,122,30/09/2021,OTHER,AUTO
65813,NISSAN,QASHQAI,GREY,Petrol,2,4675,71000,111,31/10/2017,TradeZone,SEMI-AUTO
49156,NISSAN,QASHQAI,BLUE,Petrol,2,5225,53500,115,28/06/2019,TradeZone,SEMI-AUTO
48455,LAND ROVER,DISCOVERY SPORT,BLUE,Diesel,2,6200,74433,77,17/07/2021,TradeZone,MANUAL
23162,NISSAN,NOTE,GREY,Petrol,3,1950,103641,126,22/09/2020,TradeZone,AUTO
59589,NISSAN,NOTE,WHITE,Petrol,3,2625,68437,122,29/04/2019,TradeZone,MANUAL
38319,SUZUKI,SWACE,WHITE,Hybrid,1,13000,51173,38,31/03/2021,TradeZone,MANUAL
32628,AUDI,A6,BLACK,Petrol,1,16200,62773,39,10/12/2018,TradeZone,MANUAL
65861,BMW,3 SERIES,SILVER,Hybrid,2,17850,54000,47,22/10/2018,TradeZone,MANUAL
25139,SEAT,ATECA,BLUE,Petrol,1,14150,24355,26,15/11/2019,OTHER,AUTO
4399,SEAT,ATECA,GREEN,Petrol,1,14300,21408,26,19/07/2017,TradeZone,SEMI-AUTO
