V_NO,MAKE,MODEL,COLOUR,FUEL_TYPE,REGISTERED_KEEPERS,CAPCLEAN,ODOMETER_MILES,VEHICLE_AGE__MONTHS,REGISTRATION_DATE,VEHICLE_SOURCE,TRANSMISSION_TYPE
6103,FORD,FIESTA,SILVER,Petrol,2,7300,18378,80,31/07/2020,TradeZone,MANUAL
32743,FORD,FIESTA,WHITE,Petrol,3,6100,40115,86,21/04/2021,TradeZone,MANUAL
82539,NISSAN,JUKE,BLACK,Petrol,4,2525,92000,126,31/10/2018,TradeZone,MANUAL
27934,VOLKSWAGEN,TOURAN,BLACK,Diesel,2,2175,74027,193,20/05/2021,TradeZone,SEMI-AUTO
42365,FORD,KUGA,BLACK,Petrol,3,2150,121706,160,01/09/2018,OTHER,AUTO
91646,VOLKSWAGEN,SCIROCCO,BLACK,Diesel,1,4825,85000,143,31/03/2017,TradeZone,MANUAL
15070,NISSAN,QASHQAI,BLACK,Diesel,4,3050,129000,132,26/03/2019,TradeZone,MANUAL
13040,NISSAN,QASHQAI,GREY,Diesel,2,5575,83720,104,28/09/2020,TradeZone,MANUAL
59896,NISSAN,QASHQAI,BLUE,Diesel,4,3800,105287,131,03/11/2021,TradeZone,SEMI-AUTO
58920,SEAT,IBIZA,WHITE,Petrol,1,11650,16237,39,29/08/2018,TradeZone,MANUAL
82124,AUDI,Q2,SILVER,Petrol,1,14650,40172,47,28/12/2016,TradeZone,MANUAL
91715,AUDI,Q2,GREY,Petrol,2,15450,34191,44,18/12/2018,TradeZone,AUTO
3767,VOLKSWAGEN,TIGUAN,BLACK,Petrol,1,30000,6500,7,14/08/2017,TradeZone,MANUAL
91202,PEUGEOT,2008,WHITE,Diesel,4,7325,28309,86,29/03/2018,TradeZone,MANUAL
78365,VOLKSWAGEN,TAIGO,WHITE,Petrol,2,14800,38002,38,11/12/2018,PARTEX,MANUAL
78563,MAZDA,MX-5,WHITE,Petrol,1,11250,5538,113,20/12/2019,TradeZone,MANUAL
84427,BMW,X7,GREY,Petrol,1,57900,16876,47,30/05/2018,TradeZone,MANUAL
75451,SEAT,LEON,RED,Petrol,2,3875,121890,129,31/03/2021,TradeZone,MANUAL
7287,FORD,MONDEO,PURPLE,Diesel,2,9100,52733,71,29/12/2017,PARTEX,SEMI-AUTO
14635,PEUGEOT,5008,BLACK,Diesel,3,13650,81891,74,16/01/2021,TradeZone,MANUAL
95626,VAUXHALL,CROSSLAND X,WHITE,Petrol,4,5925,46303,83,09/12/2020,OTHER,AUTO
63422,FORD,PUMA,WHITE,Petrol,1,11400,34691,40,31/03/2019,TradeZone,MANUAL
77470,NISSAN,NOTE,GREY,Diesel,3,1050,104600,166,10/07/2020,TradeZone,AUTO
32359,AUDI,Q4 E-TRON SPORTBACK,SILVER,Electric,1,35000,3079,11,20/09/2019,OTHER,MANUAL
98059,VOLKSWAGEN,LUPO,BLACK,Petrol,4,,99000,271,10/09/2021,TradeZone,MANUAL
47748,AUDI,A4 AVANT,GREY,Diesel,1,7325,117237,95,25/01/2022,TradeZone,AUTO
628,BYD,DOLPHIN,BLACK,Electric,1,19550,3702,20,31/01/2018,PARTEX,MANUAL
45005,KIA,CEED,BROWN,Diesel,3,9525,50546,42,28/07/2016,TradeZone,MANUAL
13846,BMW,IX3,BLACK,Electric,1,17700,69956,44,18/03/2020,TradeZone,MANUAL
25859,VAUXHALL,GRANDLAND X,GREY,Petrol,2,7500,34762,79,29/09/2017,PARTEX,MANUAL
904,VAUXHALL,GRANDLAND X,GREY,Petrol,3,7500,34994,79,24/02/2021,TradeZone,SEMI-AUTO
35390,VAUXHALL,GRANDLAND X,BLUE,Petrol,2,7300,38715,77,06/09/2021,TradeZone,AUTO
77454,VAUXHALL,GRANDLAND X,WHITE,Petrol,3,5750,70172,88,18/02/2020,TradeZone,MANUAL
4172,VAUXHALL,GRANDLAND X,BLACK,Petrol,2,7475,47253,62,26/02/2021,TradeZone,AUTO
77607,VAUXHALL,GRANDLAND X,GREY,Petrol,4,8150,35391,56,19/07/2021,TradeZone,MANUAL
39166,FORD,FOCUS,SILVER,Diesel,5,11050,48696,86,30/05/2022,TradeZone,MANUAL
95010,MITSUBISHI,ASX,SILVER,Petrol,2,7625,38332,97,14/02/2020,TradeZone,MANUAL
6926,MERCEDES-BENZ,A-CLASS,GREY,Hybrid,1,18500,35756,48,30/11/2020,TradeZone,AUTO
98648,PEUGEOT,208,BLUE,Petrol,1,11350,20702,38,07/11/2017,PARTEX,MANUAL
20903,PEUGEOT,208,GREY,Petrol,1,10800,27882,38,16/01/2018,TradeZone,AUTO
61668,PEUGEOT,208,GREY,Petrol,1,9525,38376,50,22/09/2017,TradeZone,MANUAL
30305,PEUGEOT,208,GREY,Petrol,2,11700,16232,38,02/03/2021,TradeZone,AUTO
58961,PEUGEOT,RCZ,GREY,Diesel,3,2400,97303,135,24/11/2020,TradeZone,MANUAL
65392,MINI,HATCHBACK,GREY,Petrol,2,13200,39747,54,16/09/2021,TradeZone,AUTO
34824,DACIA,SANDERO STEPWAY,GREY,Petrol,2,6750,14934,71,01/07/2021,TradeZone,MANUAL
63935,BMW,X1,GREY,Hybrid,1,19900,32613,48,17/03/2017,TradeZone,SEMI-AUTO
71324,BMW,X1,RED,Hybrid,1,17300,55844,49,16/01/2020,OTHER,MANUAL
58997,MERCEDES-BENZ,A-CLASS,BLACK,Diesel,3,7275,81202,92,19/10/2020,TradeZone,AUTO
73094,MERCEDES-BENZ,A-CLASS,GREY,Diesel,2,8925,50096,89,12/09/2021,OTHER,MANUAL
65734,PEUGEOT,208,BLACK,Petrol,1,11350,35856,32,07/11/2019,TradeZone,MANUAL
98907,PEUGEOT,208,BLACK,Petrol,2,9150,55113,50,28/02/2020,TradeZone,SEMI-AUTO
89469,KIA,PICANTO,GREY,Petrol,4,540,82400,181,28/05/2019,TradeZone,SEMI-AUTO
19620,CITROEN,C1,GREY,Petrol,2,9000,10771,48,30/09/2022,TradeZone,MANUAL
9224,SKODA,KAMIQ,BLACK,Petrol,2,13500,15957,43,11/07/2019,TradeZone,AUTO
88328,KIA,SPORTAGE,GREY,Diesel,2,6700,67404,91,04/03/2021,TradeZone,MANUAL
67448,KIA,SPORTAGE,WHITE,Diesel,3,7225,55369,92,25/03/2019,TradeZone,MANUAL
55443,KIA,PICANTO,BLUE,Petrol,3,7025,36456,80,31/05/2021,TradeZone,SEMI-AUTO
67358,SKODA,FABIA,GREY,Petrol,2,6950,53500,76,30/01/2020,TradeZone,MANUAL
99147,RENAULT,KADJAR,GREY,Petrol,1,9850,37009,58,13/12/2021,OTHER,MANUAL
21987,RENAULT,KADJAR,GREY,Petrol,1,9625,42545,58,31/05/2022,TradeZone,SEMI-AUTO
22430,VAUXHALL,CORSA,RED,Petrol,5,610,61000,198,31/12/2015,PARTEX,MANUAL
74093,KIA,SPORTAGE,WHITE,Hybrid,1,21900,26937,33,15/02/2018,TradeZone,MANUAL
98737,KIA,SPORTAGE,GREY,Hybrid,1,22100,24000,38,27/01/2020,OTHER,SEMI-AUTO
33157,FORD,KUGA,SILVER,Diesel,2,14950,11452,62,05/03/2018,PARTEX,MANUAL
28521,NISSAN,QASHQAI,WHITE,Diesel,3,5025,84148,109,06/09/2017,TradeZone,AUTO
39471,MINI,HATCHBACK,GREY,Diesel,2,8300,52976,78,17/09/2019,TradeZone,MANUAL
65336,MERCEDES-BENZ,E-CLASS,BLUE,Diesel,2,9225,117902,98,31/05/2017,TradeZone,AUTO
50760,MERCEDES-BENZ,E-CLASS,BLACK,Diesel,3,15450,41352,78,28/06/2019,TradeZone,MANUAL
47879,MERCEDES-BENZ,E-CLASS,BLUE,Diesel,3,13150,61175,92,30/09/2017,PARTEX,AUTO
8840,NISSAN,LEAF,WHITE,Electric,2,2225,69909,92,26/01/2021,TradeZone,MANUAL
1192,MINI,HATCHBACK,GREY,Petrol,2,7575,70800,86,30/11/2021,TradeZone,SEMI-AUTO
41636,VOLKSWAGEN,ID.5,GREY,Electric,2,20650,31719,28,30/11/2022,TradeZone,SEMI-AUTO
57744,PEUGEOT,2008,WHITE,Petrol,1,12450,29337,55,31/01/2023,TradeZone,SEMI-AUTO
11037,SEAT,ATECA,GREY,Petrol,2,8400,64077,91,30/06/2021,TradeZone,SEMI-AUTO
27963,SEAT,ATECA,YELLOW,Petrol,2,8500,69913,86,24/06/2016,TradeZone,AUTO
36992,MERCEDES-BENZ,A-CLASS,GREY,Diesel,3,2025,49000,176,28/03/2017,TradeZone,SEMI-AUTO
34865,SKODA,CITIGO,BLACK,Petrol,2,5000,44384,82,16/01/2020,TradeZone,SEMI-AUTO
2919,AUDI,A4,BLACK,Diesel,3,11150,69943,81,27/11/2019,TradeZone,SEMI-AUTO
26828,LAND ROVER,DISCOVERY 4,SILVER,Diesel,1,7950,97286,140,21/10/2020,TradeZone,MANUAL
69284,MINI,HATCHBACK,GREY,Petrol,3,15350,29050,56,13/02/2020,TradeZone,MANUAL
61489,NISSAN,QASHQAI,RED,Diesel,4,870,93340,187,11/02/2020,TradeZone,MANUAL
9179,MERCEDES-BENZ,A-CLASS,RED,Diesel,3,20950,25150,48,23/09/2021,TradeZone,AUTO
3278,LAND ROVER,RANGE ROVER EVOQUE,BLACK,Diesel,1,17600,22588,49,31/10/2021,TradeZone,MANUAL
8783,LAND ROVER,RANGE ROVER EVOQUE,WHITE,Diesel,1,15300,57279,50,25/03/2017,PARTEX,MANUAL
44583,VOLKSWAGEN,T-CROSS,SILVER,Petrol,1,12150,32212,49,31/03/2017,TradeZone,MANUAL
32280,VOLKSWAGEN,T-CROSS,GREY,Petrol,3,11400,35264,57,16/03/2020,PARTEX,SEMI-AUTO
40419,AUDI,Q2,GREY,Petrol,1,17100,53668,52,31/05/2023,TradeZone,SEMI-AUTO
36564,AUDI,Q2,GREY,Petrol,2,18650,44352,44,01/07/2022,OTHER,MANUAL
2201,PORSCHE,MACAN,BLACK,Petrol,3,22350,49139,96,28/02/2022,PARTEX,SEMI-AUTO
97968,AUDI,A6,BLUE,Diesel,2,10600,46714,103,24/03/2020,TradeZone,SEMI-AUTO
4966,TOYOTA,AYGO,BLUE,Petrol,3,7900,35000,80,31/07/2020,TradeZone,SEMI-AUTO
62081,VOLVO,V60,BLUE,Petrol,1,38300,3116,4,11/05/2022,TradeZone,AUTO
30959,BMW,4 SERIES GRAN COUPE,GREY,Diesel,2,11800,77000,103,31/03/2023,TradeZone,AUTO
64555,VAUXHALL,MOKKA X,SILVER,Diesel,2,7550,40480,77,30/09/2020,TradeZone,MANUAL
64400,VOLKSWAGEN,GOLF,PINK,Diesel,2,7600,56659,96,31/12/2020,TradeZone,MANUAL
15526,VOLKSWAGEN,GOLF,GREY,Diesel,2,6200,84114,94,30/09/2021,TradeZone,SEMI-AUTO
24427,SMART,FORTWO CABRIO,GREY,Petrol,2,3350,59000,129,01/03/2019,TradeZone,MANUAL
17436,LAND ROVER,DISCOVERY SPORT,GREY,Diesel,3,12900,60294,74,29/06/2018,TradeZone,MANUAL
67779,LAND ROVER,DISCOVERY SPORT,BLUE,Diesel,3,15200,36700,76,17/06/2019,TradeZone,SEMI-AUTO
27480,LAND ROVER,DISCOVERY SPORT,YELLOW,Diesel,3,13950,46000,80,25/07/2020,TradeZone,MANUAL
76515,LAND ROVER,DISCOVERY SPORT,GREY,Diesel,1,14450,45000,72,31/05/2022,TradeZone,MANUAL
74541,LAND ROVER,DISCOVERY SPORT,BLACK,Diesel,2,12900,60000,74,31/05/2022,TradeZone,MANUAL
84966,DACIA,DUSTER,WHITE,Petrol,4,4250,50988,85,30/11/2018,TradeZone,SEMI-AUTO
74601,MERCEDES-BENZ,A-CLASS,GREY,Diesel,4,9325,47000,98,30/11/2021,TradeZone,SEMI-AUTO
92736,VOLVO,V40,BLACK,Petrol,3,13450,24768,74,30/09/2022,TradeZone,MANUAL
30447,VOLVO,V40,WHITE,Petrol,3,8275,55705,103,31/05/2021,TradeZone,SEMI-AUTO
64234,TESLA,MODEL Y,BLACK,Electric,1,22050,61610,38,20/12/2017,TradeZone,MANUAL
7429,TESLA,MODEL Y,BLUE,Electric,1,24350,37290,38,24/04/2019,TradeZone,MANUAL
52165,TESLA,MODEL Y,RED,Electric,1,21900,63240,38,28/11/2018,TradeZone,SEMI-AUTO
17859,TESLA,MODEL Y,BLUE,Electric,1,24500,31429,39,26/11/2018,TradeZone,MANUAL
9245,TESLA,MODEL Y,GREY,Electric,1,25300,28593,38,02/06/2021,TradeZone,SEMI-AUTO
12656,TESLA,MODEL Y,WHITE,Electric,2,24150,39500,35,14/06/2022,TradeZone,AUTO
10736,TESLA,MODEL Y,BLACK,Electric,1,27300,9420,38,30/12/2020,TradeZone,AUTO
26600,TESLA,MODEL Y,BLACK,Electric,1,26450,17501,38,30/09/2022,TradeZone,AUTO
40019,TESLA,MODEL Y,GREY,Electric,1,24050,40772,38,31/10/2022,TradeZone,AUTO
32597,SKODA,OCTAVIA,GREY,Petrol,4,1550,168600,181,29/03/2019,TradeZone,MANUAL
10690,TOYOTA,YARIS,WHITE,Petrol,3,3875,102692,110,04/08/2020,TradeZone,MANUAL
60522,LAND ROVER,RANGE ROVER VELAR,WHITE,Diesel,2,19500,42749,91,11/09/2018,TradeZone,MANUAL
66359,LAND ROVER,R/R VELAR,BLACK,Other,3,17450,76623,81,31/01/2022,TradeZone,AUTO
86802,BMW,2 SERIES GRAN COUPE,BLACK,Petrol,1,17900,24660,51,30/11/2022,TradeZone,SEMI-AUTO
46859,TOYOTA,RAV4,GREY,Hybrid,1,23150,11000,51,27/01/2023,TradeZone,MANUAL
65604,TOYOTA,RAV4,WHITE,Hybrid,1,23250,21051,37,25/03/2022,TradeZone,SEMI-AUTO
23351,BMW,3 SERIES,BLACK,Petrol,1,18750,44591,47,08/01/2019,PARTEX,SEMI-AUTO
14147,JAGUAR,XE,GREY,Diesel,2,4600,75000,76,29/09/2018,TradeZone,MANUAL
50403,JAGUAR,XE,GREY,Diesel,2,2850,103000,107,15/06/2020,TradeZone,MANUAL
94863,FORD,FIESTA,WHITE,Petrol,6,1775,70000,176,30/05/2018,TradeZone,MANUAL
31270,FORD,FIESTA,BLACK,Petrol,5,1700,86179,158,30/06/2022,TradeZone,SEMI-AUTO
39115,FORD,FIESTA,GREY,Petrol,6,1000,121344,186,30/04/2023,TradeZone,SEMI-AUTO
60460,MITSUBISHI,ECLIPSE CROSS,BLACK,Petrol,3,9850,44513,73,31/10/2022,TradeZone,AUTO
28111,AUDI,A6,RED,Petrol,1,18500,32069,37,29/10/2022,TradeZone,MANUAL
70609,LAND ROVER,DISCOVERY SPORT,BLACK,Diesel,1,32700,16516,20,29/08/2018,TradeZone,AUTO
91644,LAND ROVER,DISCOVERY SPORT,WHITE,Diesel,1,32100,16391,26,12/11/2020,TradeZone,MANUAL
79255,LAND ROVER,DISCOVERY SPORT,BLACK,Diesel,1,33000,14757,20,19/08/2021,TradeZone,SEMI-AUTO
19300,LAND ROVER,DISCOVERY SPORT,BLACK,Diesel,1,28650,20000,50,30/06/2021,TradeZone,MANUAL
8782,LAND ROVER,DISCOVERY SPORT,GREY,Diesel,1,33400,11964,20,07/07/2021,TradeZone,MANUAL
66924,FORD,FIESTA,BLACK,Petrol,3,1925,104510,138,02/08/2019,TradeZone,MANUAL
36354,JAGUAR,I-PACE,BLACK,Electric,1,24000,13224,27,31/01/2023,OTHER,SEMI-AUTO
72163,MINI,HATCHBACK,GREY,Petrol,2,7425,76977,74,31/01/2023,TradeZone,SEMI-AUTO
66441,MINI,HATCHBACK,BLUE,Petrol,2,9100,41419,68,16/11/2020,TradeZone,MANUAL
83376,MINI,HATCHBACK,RED,Petrol,1,9250,38424,65,29/09/2021,TradeZone,MANUAL
45225,VOLVO,V60,SILVER,Petrol,2,15300,46708,54,31/01/2020,TradeZone,MANUAL
55268,VOLVO,V60,WHITE,Petrol,1,18150,22504,52,12/07/2016,PARTEX,MANUAL
2092,HYUNDAI,TUCSON,BLUE,Diesel,2,10250,32750,89,01/03/2018,TradeZone,MANUAL
50453,JAGUAR,F-TYPE,RED,Petrol,3,24450,47639,71,31/12/2018,TradeZone,MANUAL
86141,CITROEN,GRAND C4 SPACETOURER,BLUE,Petrol,1,14800,12726,59,17/09/2024,TradeZone,SEMI-AUTO
96603,KIA,NIRO,BLUE,Hybrid,,19950,7211,38,15/06/2022,TradeZone,AUTO
24978,KIA,NIRO,SILVER,Hybrid,1,14900,55300,50,27/10/2022,TradeZone,MANUAL
2317,KIA,NIRO,BLUE,Hybrid,1,16250,38000,50,29/03/2018,PARTEX,SEMI-AUTO
46576,BMW,1 SERIES,RED,Petrol,2,15200,18871,64,25/09/2018,TradeZone,MANUAL
9426,FORD,FIESTA,BLACK,Petrol,1,10000,10998,59,31/01/2023,TradeZone,SEMI-AUTO
60657,LAND ROVER,RANGE ROVER EVOQUE,BLUE,Diesel,3,8900,73141,110,17/05/2021,TradeZone,AUTO
93932,LAND ROVER,RANGE ROVER EVOQUE,RED,Diesel,2,12150,40672,86,04/03/2022,TradeZone,MANUAL
45736,HYUNDAI,KONA,BLACK,Hybrid,2,13200,43980,28,30/09/2020,PARTEX,MANUAL
61240,HYUNDAI,KONA,GREY,Hybrid,1,13750,28966,35,28/01/2019,TradeZone,MANUAL
97172,HYUNDAI,KONA,GREY,Hybrid,2,12750,43127,34,21/08/2020,TradeZone,SEMI-AUTO
22470,TOYOTA,COROLLA,RED,Hybrid,1,14700,35147,56,19/09/2018,TradeZone,MANUAL
91597,TOYOTA,COROLLA,BLUE,Hybrid,3,15950,25743,50,23/07/2018,TradeZone,SEMI-AUTO
91,VOLKSWAGEN,TIGUAN,RED,Diesel,3,13300,52505,82,30/06/2018,TradeZone,MANUAL
6510,VOLKSWAGEN,TIGUAN,GREY,Diesel,3,13050,47309,96,14/06/2019,TradeZone,MANUAL
17324,FORD,FOCUS,RED,Petrol,4,5475,52610,103,31/12/2019,TradeZone,SEMI-AUTO
90391,VOLKSWAGEN,GOLF,GREY,Diesel,1,15650,57000,53,27/09/2019,TradeZone,MANUAL
69395,FORD,FOCUS,GREY,Petrol,6,860,147058,150,21/01/2020,TradeZone,AUTO
37055,FORD,FOCUS,GREY,Petrol,4,1750,84550,146,18/06/2019,TradeZone,MANUAL
40721,VAUXHALL,GRANDLAND X,GREY,Hybrid,1,11600,56640,46,30/06/2021,TradeZone,AUTO
25741,VOLKSWAGEN,PASSAT,GREY,Diesel,3,11000,61959,104,28/02/2022,TradeZone,MANUAL
28888,NISSAN,QASHQAI,BLACK,Petrol,2,8650,73503,76,16/04/2018,TradeZone,AUTO
68469,NISSAN,QASHQAI,BLUE,Petrol,2,9575,58000,71,30/10/2019,TradeZone,SEMI-AUTO
79824,MINI,COUNTRYMAN,BLACK,Diesel,4,3600,72000,168,14/07/2023,TradeZone,SEMI-AUTO
51333,VOLKSWAGEN,GOLF,GREY,Petrol,2,11750,27741,70,25/04/2017,OTHER,AUTO
59085,PEUGEOT,3008,SILVER,Diesel,4,10400,69900,92,07/09/2023,TradeZone,MANUAL
92759,HYUNDAI,I10,WHITE,Petrol,2,10050,44410,47,30/11/2022,TradeZone,MANUAL
59114,HYUNDAI,I10,GREY,Petrol,,11300,33702,38,28/12/2018,TradeZone,SEMI-AUTO
2991,AUDI,Q2,GREY,Petrol,2,18000,23000,56,21/11/2018,TradeZone,SEMI-AUTO
86839,FORD,KUGA,BLUE,Petrol,2,9825,46940,86,30/04/2021,TradeZone,AUTO
44234,KIA,VENGA,BLACK,Diesel,2,4225,52414,90,29/09/2016,PARTEX,AUTO
27064,HYUNDAI,TUCSON,GREY,Petrol,2,15500,27585,40,20/03/2017,TradeZone,MANUAL
43414,HYUNDAI,TUCSON,WHITE,Petrol,2,16300,21709,38,22/03/2019,TradeZone,AUTO
76348,HYUNDAI,TUCSON,WHITE,Petrol,2,14600,43093,36,04/02/2022,PARTEX,AUTO
31226,LAND ROVER,DISCOVERY SPORT,RED,Diesel,3,8300,67700,92,24/03/2018,TradeZone,AUTO
7788,LAND ROVER,DISCOVERY SPORT,BLACK,Diesel,1,11000,40270,74,30/06/2018,TradeZone,SEMI-AUTO
46830,PEUGEOT,2008,WHITE,Petrol,2,13750,22265,56,10/03/2023,OTHER,MANUAL
61998,VOLKSWAGEN,GOLF,GREY,Diesel,2,9325,55500,119,31/05/2019,TradeZone,MANUAL
34063,VOLKSWAGEN,GOLF,WHITE,Diesel,3,5350,112000,139,18/12/2020,OTHER,SEMI-AUTO
87527,VOLKSWAGEN,GOLF,GREY,Diesel,4,8225,76536,116,31/12/2022,TradeZone,AUTO
56348,MAZDA,CX-3,BLACK,Petrol,2,7125,60397,86,31/12/2022,TradeZone,AUTO
94502,MERCEDES-BENZ,A-CLASS,GREEN,Diesel,1,13200,49165,74,12/07/2019,TradeZone,MANUAL
67712,AUDI,A3,GREY,Petrol,1,21950,2463,7,30/06/2019,TradeZone,SEMI-AUTO
62809,VAUXHALL,CORSA,BLACK,Petrol,1,10950,21266,42,27/06/2019,TradeZone,SEMI-AUTO
69821,VAUXHALL,INSIGNIA,BLUE,Diesel,3,1900,90519,156,30/03/2018,TradeZone,MANUAL
43975,SEAT,LEON,WHITE,Petrol,2,7350,53000,98,03/02/2022,TradeZone,MANUAL
94422,KIA,EV6,BLUE,Electric,1,26600,7120,11,17/09/2015,PARTEX,MANUAL
80496,VOLVO,V40,BLUE,Petrol,3,11350,24416,82,16/09/2016,TradeZone,SEMI-AUTO
93502,BMW,3 SERIES,BLACK,Diesel,3,2350,141000,150,24/11/2018,PARTEX,SEMI-AUTO
64508,BMW,3 SERIES,WHITE,Diesel,4,2625,129000,152,01/03/2021,TradeZone,AUTO
30579,LAND ROVER,RANGE ROVER SPORT,BLACK,Diesel,1,78100,20275,14,23/12/2019,OTHER,SEMI-AUTO
33879,PEUGEOT,508,GREY,Hybrid,1,12650,28087,55,23/03/2017,TradeZone,MANUAL
72002,LAND ROVER,RANGE ROVER SPORT,GREY,Hybrid,2,91200,4385,10,26/03/2020,TradeZone,AUTO
41374,FORD,FOCUS,BLACK,Diesel,1,7475,76330,63,31/03/2021,TradeZone,MANUAL
72358,VOLKSWAGEN,GOLF,GREY,Petrol,2,14150,40348,62,19/04/2022,TradeZone,MANUAL
88012,BMW,3 SERIES,BLACK,Diesel,5,2500,135088,152,10/11/2017,PARTEX,MANUAL
98150,KIA,CEED,BLUE,Diesel,2,12400,25000,50,26/09/2019,OTHER,MANUAL
53106,HYUNDAI,BAYON,SILVER,Petrol,2,10050,35112,41,22/09/2020,TradeZone,MANUAL
76091,FIAT,500,SILVER,Petrol,4,930,134700,188,28/06/2021,TradeZone,AUTO
54754,HYUNDAI,TUCSON,WHITE,Diesel,1,14900,38539,56,30/06/2021,TradeZone,SEMI-AUTO
31534,HYUNDAI,TUCSON,WHITE,Diesel,2,14500,43500,56,31/01/2020,TradeZone,MANUAL
82299,SKODA,FABIA,GREY,Petrol,1,18750,2758,8,02/10/2017,TradeZone,MANUAL
62943,SEAT,LEON,GREY,Petrol,1,13800,52489,40,03/09/2018,PARTEX,MANUAL
56047,FORD,FOCUS,GREY,Petrol,3,4100,38849,110,07/09/2020,TradeZone,MANUAL
39043,FIAT,PANDA,BLACK,Petrol,4,330,94020,212,09/08/2021,OTHER,MANUAL
50241,KIA,PICANTO,GREY,Petrol,2,7625,7766,62,16/03/2020,TradeZone,MANUAL
99213,FORD,FOCUS,RED,Petrol,1,9825,37305,49,17/03/2023,OTHER,MANUAL
97942,SMART,FORTWO COUPE,GREY,Electric,1,7300,9963,50,30/09/2019,OTHER,MANUAL
4186,VAUXHALL,ASTRA,ORANGE,Petrol,5,1125,125000,140,02/09/2022,TradeZone,AUTO
16040,HYUNDAI,I30,GREY,Diesel,3,2175,103000,133,29/06/2021,TradeZone,AUTO
92339,JAGUAR,F-TYPE,GREY,Petrol,2,24250,31950,71,30/06/2021,TradeZone,SEMI-AUTO
54200,MERCEDES-BENZ,A200 D,BLACK,Other,5,11250,37454,95,30/07/2021,TradeZone,MANUAL
6149,MAZDA,MX-5,WHITE,Petrol,1,18550,14709,32,07/09/2020,TradeZone,SEMI-AUTO
96371,MAZDA,MX-5,BLACK,Petrol,1,16650,20924,50,30/06/2016,PARTEX,MANUAL
4057,VOLVO,C30 SPORTS,BLUE,Petrol,2,3200,44000,152,30/04/2019,TradeZone,MANUAL
53797,FORD,FOCUS,WHITE,Diesel,2,6425,73317,70,31/12/2022,TradeZone,MANUAL
74332,KIA,SPORTAGE,GREY,Diesel,2,10250,65121,62,26/04/2019,TradeZone,AUTO
88115,KIA,SPORTAGE,BLACK,Diesel,2,13100,38613,42,05/12/2018,PARTEX,MANUAL
71247,KIA,SPORTAGE,BLACK,Diesel,2,13300,36500,44,24/08/2018,TradeZone,SEMI-AUTO
77955,VOLVO,XC60,WHITE,Diesel,1,21700,41841,49,29/06/2018,TradeZone,MANUAL
12892,VOLVO,XC60,BLACK,Diesel,1,21850,40759,49,15/02/2019,PARTEX,MANUAL
90689,HONDA,HR-V,BLACK,Petrol,1,8750,60384,82,31/05/2019,TradeZone,SEMI-AUTO
77354,MINI,HATCHBACK,GREY,Petrol,2,7825,55612,86,31/03/2020,TradeZone,MANUAL
9135,TOYOTA,COROLLA,GREY,Hybrid,2,14600,37104,56,31/03/2021,TradeZone,MANUAL
30354,AUDI,A4,BLACK,Petrol,2,15900,26991,44,25/09/2019,TradeZone,MANUAL
20124,KIA,SPORTAGE,GREY,Diesel,3,7675,62749,96,24/01/2019,TradeZone,SEMI-AUTO
2206,KIA,SPORTAGE,WHITE,Diesel,2,8250,60563,86,16/06/2021,TradeZone,MANUAL
74819,SEAT,ARONA,BLACK,Petrol,2,10800,30054,56,31/01/2021,TradeZone,MANUAL
89625,AUDI,Q3,SILVER,Petrol,1,38300,2254,9,22/09/2022,TradeZone,MANUAL
37623,VOLKSWAGEN,TIGUAN,BLUE,Diesel,3,5625,83800,116,28/01/2023,TradeZone,MANUAL
9642,MINI,COUNTRYMAN,SILVER,Diesel,3,7500,80922,95,05/01/2018,OTHER,SEMI-AUTO
15477,AUDI,A1,RED,Petrol,2,12350,36102,67,30/03/2018,TradeZone,MANUAL
10574,VOLKSWAGEN,T-CROSS,BLACK,Petrol,2,13100,35810,66,16/06/2020,TradeZone,MANUAL
87559,AUDI,A1,BLUE,Diesel,2,4050,46050,152,17/03/2023,OTHER,MANUAL
20988,NISSAN,QASHQAI,GREY,Petrol,2,10000,23250,86,27/09/2021,TradeZone,MANUAL
21169,NISSAN,QASHQAI,BLUE,Petrol,2,8450,40562,91,31/05/2019,TradeZone,MANUAL
11107,NISSAN,QASHQAI,BLUE,Petrol,3,7900,45716,94,29/06/2021,TradeZone,AUTO
49755,KIA,OPTIMA,BLACK,Diesel,2,6175,58930,83,17/06/2021,TradeZone,AUTO
57074,FORD,C-MAX,BLUE,Diesel,6,250,163000,208,21/06/2021,TradeZone,SEMI-AUTO
86386,VAUXHALL,ZAFIRA,GREY,Petrol,3,3550,52000,120,14/02/2020,TradeZone,MANUAL
90925,SKODA,KAROQ,GREY,Petrol,2,14300,37871,23,21/03/2020,TradeZone,MANUAL
90217,KIA,NIRO,BLUE,Hybrid,1,21700,9479,25,17/03/2017,TradeZone,AUTO
87599,PEUGEOT,107,WHITE,Petrol,2,960,140125,143,13/03/2020,TradeZone,MANUAL
90079,KIA,E-NIRO,BLUE,Electric,1,13450,51269,50,13/03/2023,OTHER,MANUAL
61035,KIA,E-NIRO,ORANGE,Electric,1,16500,19500,50,13/10/2020,TradeZone,SEMI-AUTO
30742,KIA,E-NIRO,WHITE,Electric,1,14200,43489,50,20/08/2021,TradeZone,MANUAL
895,KIA,E-NIRO,WHITE,Electric,1,13650,58407,38,30/07/2017,TradeZone,SEMI-AUTO
